,has_domain,has_birth_date,has_photo,can_post_on_wall,can_send_message,has_website,gender,has_short_name,has_first_name,has_last_name,access_to_closed_profile,is_profile_closed,target,has_nickname,has_maiden_name,has_mobile,all_posts_visible,audio_available,has_interests,has_books,has_tv,has_quotes,has_about,has_games,has_movies,has_activities,has_music,can_add_as_friend,can_invite_to_group,subscribers_count,is_blacklisted,has_career,has_military_service,has_hometown,marital_status,has_universities,has_schools,has_relatives,is_verified,is_confirmed,has_status,posts_count,avg_likes,links_ratio,hashtags_ratio,avg_keywords,avg_text_length,attachments_ratio,avg_comments,reposts_ratio,ads_ratio,avg_views,posting_frequency_days,phone_numbers_ratio,avg_text_uniqueness,city,has_occupation,occupation_type_university,occupation_type_work,has_personal_data
2263,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.15,0.05,31.65,2835.4,0.95,0.0,1.0,0.0,0.55,0.01,0.0,0.6,319,1,2,2,1
2264,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.15,0.05,31.65,2835.4,0.95,0.0,1.0,0.0,0.55,0.01,0.0,0.6,319,1,2,2,1
2265,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,20.0,0.0,0.15,0.05,31.65,2835.4,0.95,0.0,1.0,0.0,0.55,0.01,0.0,0.6,319,1,2,2,1
2266,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13,0,1,0,0,0,0,0,0,0,0,2,20.0,0.0,0.15,0.05,31.65,2835.4,0.95,0.0,1.0,0.0,0.55,0.01,0.0,0.6,181,0,0,1,0
2267,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.15,0.05,31.65,2835.4,0.95,0.0,1.0,0.0,0.55,0.01,0.0,0.6,319,1,2,2,1
2268,0,0,1,0,1,2,2,0,0,1,0,1,1,0,2,1,0,0,2,2,2,2,2,2,2,2,2,1,0,1596,0,2,2,2,8,2,2,2,0,0,0,20.0,0.0,0.15,0.05,31.65,2835.4,0.95,0.0,1.0,0.0,0.55,0.01,0.0,0.6,319,1,2,2,1
2269,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,760,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,181,1,2,2,1
2270,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,319,1,2,2,1
2271,0,0,0,0,0,0,2,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,319,1,2,2,1
2272,0,0,0,0,0,0,2,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,319,1,2,2,1
2273,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,319,1,2,2,1
2274,0,0,0,0,0,0,2,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,319,1,2,2,1
2275,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,319,1,2,2,1
2276,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.1,0.05,40.1,3633.0,0.95,0.0,1.0,0.0,0.2,0.01,0.0,0.65,319,1,2,2,1
2277,0,0,1,0,1,0,2,0,0,1,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,20.0,0.0,0.15,0.25,9.75,1012.25,1.0,0.0,1.0,0.0,1.15,0.01,0.0,0.72,319,1,2,2,1
2278,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,506,0,0,0,1,0,0,0,0,0,0,2,20.0,0.0,0.6,0.4,35.9,1836.5,0.95,0.0,1.0,0.0,10.45,0.0,0.0,0.64,9,1,2,2,1
2279,0,1,0,0,0,0,2,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.6,0.4,35.9,1836.5,0.95,0.0,1.0,0.0,10.45,0.0,0.0,0.64,319,1,2,2,1
2280,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.6,0.4,35.9,1836.5,0.95,0.0,1.0,0.0,10.45,0.0,0.0,0.64,181,1,2,2,1
2281,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.0,0.6,0.4,35.9,1836.5,0.95,0.0,1.0,0.0,10.45,0.0,0.0,0.64,319,1,2,2,1
2282,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,583,0,0,0,1,0,0,0,0,0,0,2,20.0,0.0,0.7,0.35,34.2,2095.4,1.0,0.0,1.0,0.0,1.75,0.0,0.0,0.67,319,1,2,2,1
2283,0,0,1,0,1,0,2,0,0,1,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,156,0,0,0,0,0,0,0,0,0,0,0,20.0,0.95,0.25,0.0,1.45,145.3,0.85,0.05,0.8,0.0,10.35,16.15,0.0,0.68,62,1,2,2,1
2284,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.95,0.25,0.0,1.45,145.3,0.85,0.05,0.8,0.0,10.35,16.15,0.0,0.68,319,1,2,2,1
2285,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1256,0,0,0,1,4,0,0,0,0,0,0,20.0,0.5,0.4,0.3,10.3,791.75,1.0,0.0,1.0,0.0,39.15,0.01,0.0,0.74,190,1,2,2,0
2286,0,0,0,0,0,0,2,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.5,0.4,0.3,10.3,791.75,1.0,0.0,1.0,0.0,39.15,0.01,0.0,0.74,319,1,2,2,1
2287,0,0,0,0,0,0,2,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,0.5,0.4,0.3,10.3,791.75,1.0,0.0,1.0,0.0,39.15,0.01,0.0,0.74,181,1,2,2,1
2288,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,583,0,1,0,0,0,0,0,0,0,0,2,20.0,0.5,0.4,0.3,10.3,791.75,1.0,0.0,1.0,0.0,39.15,0.01,0.0,0.74,181,0,0,1,0
2289,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1429,0,0,0,1,1,0,0,0,0,0,1,20.0,1.35,0.5,0.2,6.5,627.15,0.95,0.0,1.0,0.0,50.75,0.0,0.0,0.82,6,1,2,2,0
2290,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1596,1,2,2,2,8,2,2,2,2,2,2,20.0,1.35,0.5,0.2,6.5,627.15,0.95,0.0,1.0,0.0,50.75,0.0,0.0,0.82,319,1,2,2,1
